None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
(226, 445)
(226, 445)
(255, 441)
(255, 441)
(278, 436)
(278, 436)
(296, 431)
(296, 431)
(307, 425)
(307, 425)
(315, 417)
(315, 417)
(321, 407)
(321, 407)
(325, 391)
(325, 391)
(328, 369)
(328, 369)
(329, 351)
(329, 351)
(329, 335)
(329, 335)
(329, 323)
(329, 323)
(331, 315)
(333, 310)
(334, 308)
(335, 306)
(337, 306)
(338, 306)
(340, 307)
(342, 308)
(344, 308)
(346, 309)
(348, 310)
(351, 311)
(351, 311)
(353, 312)
(355, 312)
(355, 312)
(357, 313)
(359, 315)
(361, 318)
(364, 321)
(365, 325)
(367, 328)
(367, 328)
(368, 330)
(369, 332)
(370, 333)
(370, 333)
(370, 333)
(370, 331)
(369, 327)
(367, 322)
(364, 315)
(362, 306)
(360, 298)
(360, 298)
(358, 289)
(356, 282)
(356, 275)
(356, 270)
(357, 265)
(357, 265)
(358, 261)
(359, 258)
(360, 254)
(362, 249)
(362, 243)
(362, 243)
(363, 235)
(364, 227)
(364, 216)
(363, 207)
(363, 196)
(362, 187)
(363, 179)
(364, 171)
(365, 164)
(365, 164)
(367, 157)
(368, 149)
(369, 144)
(363, 134)
(363, 134)
(367, 131)
(364, 122)
(360, 114)
(361, 108)
(359, 100)
(359, 96)
(358, 92)
(364, 90)
(364, 90)
(366, 87)
(356, 87)
(359, 89)
(359, 89)
(364, 87)
(364, 84)
(359, 82)
(357, 85)
(353, 85)
(357, 90)
(358, 87)
(358, 87)
(360, 87)
(356, 89)
(360, 93)
(356, 95)
(356, 99)
(359, 106)
(357, 113)
(358, 119)
(357, 127)
(363, 139)
(363, 139)
(363, 150)
(363, 162)
(366, 176)
(369, 190)
(371, 201)
(370, 210)
(371, 220)
(372, 231)
(373, 242)
(373, 242)
(374, 249)
(374, 256)
(374, 265)
(373, 272)
(372, 278)
(371, 285)
(369, 291)
(367, 297)
(365, 303)
(364, 309)
(364, 317)
(364, 323)
(363, 329)
(362, 335)
(362, 340)
(362, 345)
(362, 350)
(363, 355)
(363, 359)
(363, 359)
(365, 362)
(365, 366)
(365, 366)
(366, 370)
(367, 373)
(367, 375)
(367, 376)
(366, 376)
(365, 376)
(365, 374)
(364, 372)
(363, 370)
(362, 367)
(362, 364)
(361, 359)
(360, 354)
(359, 347)
(358, 340)
(358, 340)
(358, 332)
(358, 324)
(359, 316)
(360, 308)
(359, 300)
(359, 300)
(359, 291)
(359, 283)
(358, 275)
(357, 268)
(356, 259)
(355, 251)
(354, 243)
(353, 236)
(354, 229)
(353, 225)
(353, 218)
(351, 206)
(351, 201)
(349, 193)
(349, 185)
(347, 177)
(346, 170)
(343, 163)
(342, 157)
(342, 157)
(342, 157)
(339, 150)
(337, 144)
(334, 140)
(334, 135)
(330, 131)
(330, 126)
(332, 121)
(332, 121)
(330, 118)
(328, 114)
(328, 111)
(331, 105)
(325, 98)
(328, 96)
(327, 93)
(327, 93)
(331, 89)
(324, 84)
(327, 80)
(330, 80)
(334, 75)
(332, 73)
(331, 72)
(331, 72)
(331, 71)
(334, 68)
(333, 66)
(333, 66)
(339, 66)
(335, 66)
(331, 65)
(345, 69)
(339, 70)
(347, 74)
(342, 78)
(342, 82)
(342, 82)
(340, 86)
(341, 91)
(340, 98)
(340, 107)
(341, 113)
(342, 119)
(341, 127)
(343, 134)
(343, 134)
(342, 142)
(341, 150)
(342, 156)
(342, 167)
(343, 175)
(343, 187)
(345, 199)
(347, 210)
(348, 221)
(350, 230)
(351, 237)
(351, 244)
(351, 244)
(351, 252)
(351, 260)
(351, 268)
(350, 276)
(351, 285)
(351, 294)
(352, 303)
(352, 303)
(353, 314)
(354, 324)
(354, 324)
(354, 324)
(355, 332)
(355, 332)
(356, 342)
(356, 349)
(357, 357)
(358, 364)
(360, 373)
(362, 382)
(364, 391)
(366, 398)
(366, 405)
(366, 405)
(366, 409)
(367, 412)
(367, 415)
(367, 416)
(367, 416)
(367, 417)
(367, 417)
(367, 415)
(366, 412)
(366, 412)
(366, 412)
(364, 406)
(364, 406)
(363, 397)
(363, 397)
(361, 387)
(358, 375)
(358, 375)
(358, 375)
(355, 362)
(355, 362)
(353, 350)
(353, 350)
(351, 339)
(351, 339)
(349, 327)
(348, 316)
(348, 316)
(348, 305)
(348, 293)
(348, 293)
(347, 283)
(347, 283)
(345, 270)
(345, 270)
(343, 257)
(343, 257)
(341, 246)
(341, 246)
(340, 237)
(340, 227)
(340, 227)
(339, 220)
(339, 220)
(338, 211)
(338, 211)
(338, 200)
(338, 200)
(335, 187)
(335, 187)
(335, 187)
(334, 177)
(334, 177)
(332, 167)
(332, 167)
(332, 159)
(332, 159)
(332, 159)
(329, 150)
(329, 150)
(329, 143)
(327, 135)
(327, 135)
(327, 130)
(327, 130)
(328, 124)
(328, 124)
(329, 119)
(326, 114)
(326, 114)
(326, 110)
(326, 110)
(324, 103)
(324, 103)
(326, 102)
(326, 102)
(332, 97)
(332, 97)
(322, 89)
(326, 85)
(326, 85)
(323, 81)
(323, 81)
(323, 76)
(323, 76)
(314, 72)
(314, 72)
(316, 69)
(316, 69)
(327, 72)
(327, 72)
(327, 72)
(332, 74)
(332, 74)
(327, 68)
(327, 68)
(335, 73)
(335, 73)
(335, 73)
(333, 68)
(333, 68)
(318, 68)
(318, 68)
(328, 72)
(328, 72)
(324, 72)
(324, 72)
(325, 75)
(325, 75)
(329, 82)
(329, 82)
(328, 85)
(328, 85)
(324, 91)
(324, 91)
(327, 99)
(327, 99)
(324, 104)
(324, 104)
(324, 104)
(325, 112)
(325, 112)
(326, 120)
(326, 120)
(328, 128)
(328, 128)
(328, 135)
(328, 135)
(328, 143)
(328, 143)
(329, 149)
(329, 149)
(329, 149)
(331, 155)
(331, 155)
(330, 161)
(330, 161)
(332, 167)
(332, 167)
(333, 173)
(333, 173)
(333, 173)
(333, 179)
(333, 179)
(334, 186)
(334, 186)
(337, 195)
(337, 195)
(338, 203)
(338, 203)
(340, 210)
(340, 210)
(340, 217)
(340, 217)
(340, 223)
(340, 223)
(340, 230)
(340, 230)
(341, 237)
(341, 237)
(342, 245)
(342, 245)
(343, 253)
(343, 253)
(343, 253)
(343, 262)
(343, 262)
(344, 269)
(344, 269)
(344, 278)
(344, 278)
(343, 284)
(343, 284)
(343, 291)
(343, 291)
(343, 291)
(343, 300)
(343, 300)
(342, 309)
(342, 309)
(341, 317)
(341, 317)
(341, 325)
(341, 325)
(341, 335)
(341, 335)
(341, 335)
(342, 344)
(342, 344)
(342, 352)
(342, 352)
(343, 361)
(343, 361)
(342, 367)
(342, 367)
(342, 374)
(342, 374)
(340, 378)
(340, 378)
(339, 382)
(339, 382)
(338, 387)
